sentence_index,entity_raw,entity_normalised,category,sentence_text,session
1089,Howe Co,Howe Co,Organisation,"But the corruption of the mediation scheme, this expectation gap, the first point that you asked, sir, when we started to see the CQRs, the case questionnaire responses, the work done by the professional advisers, including Howe Co and others, when we started to see those coming in with pretty big numbers attached, it didn't surprise Mr Henderson and myself at all.",Day152
1089,Henderson,Ian Henderson,Individual,"But the corruption of the mediation scheme, this expectation gap, the first point that you asked, sir, when we started to see the CQRs, the case questionnaire responses, the work done by the professional advisers, including Howe Co and others, when we started to see those coming in with pretty big numbers attached, it didn't surprise Mr Henderson and myself at all.",Day152
1091,Post Office,Post Office,Organisation,But we of course hadn't been told at that point that Post Office was harbouring the view that they were only expecting to make token payments.,Day152
1102,Henderson,Ian Henderson,Individual,"I harbour the suspicion, I think Mr Henderson probably shares this, that the 2 teams of investigators— I'll call them investigators, they weren't really— the people that were preparing the POIRs on a reporting line to Angela Vanna-Bogaert, I met some of those people, lovely people, and they were empathetic towards the postmasters' cases.",Day152
1102,Angela Vanna-Bogaert,Angela Vanna-Bogaert,Individual,"I harbour the suspicion, I think Mr Henderson probably shares this, that the 2 teams of investigators— I'll call them investigators, they weren't really— the people that were preparing the POIRs on a reporting line to Angela Vanna-Bogaert, I met some of those people, lovely people, and they were empathetic towards the postmasters' cases.",Day152
1103,Post Office,Post Office,Organisation,"I strongly suspect that the reports they were producing contained quite a few acknowledgements of failings by Post Office, and yet none of them that got through to us had any such concessions, and we would have to be pretty thick not to notice that.",Day152
1104,Post Office,Post Office,Organisation,"We did, and my suspicion, and I think this is probably the case, is that It just went through a filtering process to remove anything that was in any way an admission of failure, let alone guilt, by Post Office.",Day152
1105,Cartwright King,Cartwright King,Individual,"So the work, the good work that those people were doing, I think was filtered through Cartwright King and Bonn Pierce and the offices of Roderick Williams and Belinda Ojard and others into such an anodyne response.",Day152
1105,Bonn Pierce,Bonn Pierce,Organisation,"So the work, the good work that those people were doing, I think was filtered through Cartwright King and Bonn Pierce and the offices of Roderick Williams and Belinda Ojard and others into such an anodyne response.",Day152
1105,Roderick Williams,Roderick Williams,Individual,"So the work, the good work that those people were doing, I think was filtered through Cartwright King and Bonn Pierce and the offices of Roderick Williams and Belinda Ojard and others into such an anodyne response.",Day152
1105,Belinda Ojard,Belinda Ojard,Individual,"So the work, the good work that those people were doing, I think was filtered through Cartwright King and Bonn Pierce and the offices of Roderick Williams and Belinda Ojard and others into such an anodyne response.",Day152
1109,Warmington,Ron Warmington,Individual,"That's it, Mr. Warmington, I assume, since I usually have the last word if anybody is going to have the last word.",Day152
1114,Beer,Beer,Individual,Mr. Beer?,Day152
1117,Beer,Beer,Individual,"Thank you very much, Mr. Beer.",Day152
62,Second Sight,Second Sight,Organisation,"In 2009 and 2010, you became part of and then a director of Second Sight Support Services Limited?",Day152
122,Second Sight,Second Sight,Organisation,"One of the accusations that is levied against Second Sight very frequently in the internal Post Office material, and it sometimes breaks out into things said, for example, to James Arbuthnot and then subsequently to Sir Anthony Hooper, is that one of the chief problems with your investigation was that the slow pace at which it was proceeding.",Day152
179,Second Sight,Second Sight,Organisation,"In his witness statement, Mr Henderson said, it's page 22, paragraph 71, to the credit of the Post Office, they, the Post Office, did not try to directly interfere with or influence Second Sight's reports other than by withholding potentially relevant documents.",Day152
197,Second Sight,Second Sight,Organisation,"And you say, we in Second Sight held the view that those concerns that have been so clearly expressed by the MPs and their equally clear expectation we would be investigating them had certainly not gone away, but that our interim report was to focus in the main on the narrow issue of systemic flaws in Horizon.",Day152
222,Second Sight,Second Sight,Organisation,"We in Second Sight held the view that those concerns that have been so clearly expressed by MPs... had certainly not gone away, but that our interim report was to focus in the main on the narrower issue of systemic flaws in Horizon.",Day152
235,Second Sight,Second Sight,Organisation,Why did Second Sight agree to it?,Day152
303,Second Sight,Second Sight,Organisation,of Second Sight.,Day152
321,Second Sight,Second Sight,Organisation,"Having now read that email, I'm even more shocked than I was when as early as May 2013 and thereafter Paul Venells contended that Second Sight had never been invited to look for any evidence of unsafe prosecutions.",Day152
324,Second Sight,Second Sight,Organisation,"Well, it's a matter of huge regret, and not only myself but my colleagues at Second Sight, that we had far less face-to-face contact with Paula Vannells than I would ordinarily have expected as to have, and therefore we'd been shunted down to the second level of, as I say, I think they called themselves conduits, who were, as far as we were at first aware, were conveying to us what Paula wanted and didn't want.",Day152
349,Second Sight,Second Sight,Organisation,"After the meeting with Ms Vennells, did you believe that what— did you believe what she meant, what she said, she meant what she said rather, namely what's recorded in this email, namely the Post Office's objective, primary objective was to be transparent and deal with whatever outcomes and conclusions Second Sight reaches?",Day152
353,Second Sight,Second Sight,Organisation,"Do you know why, did you know why the Post Office appointed Second Sight over other forensic accountants?",Day152
470,Post Office,Post Office,Organisation,"Well, Susan had said to me, as best I recall, and I recall these things pretty well, she said something along the lines of, I've been asked to take over the POID, the Post Office Investigation Department, John Scott's department.",Day152
525,CCRC,CCRC,Organisation,This is an email of much later from Amanda Peacock of the CCRC.,Day152
531,CCRC,CCRC,Organisation,I suspect this is a quote from the meeting that I had in Birmingham with the CCRC at their request.,Day152
553,Second Sight,Second Sight,Organisation,He accepted when he gave evidence that he received the report from Second Sight.,Day152
704,Second Sight,Second Sight,Organisation,"And I didn't think— and I would— I recognised as early as that, without the benefit of second sight, haha, that we would later learn that— what we have later learned in regard to his briefing and the the modifications of his witness statements and so on.",Day152
899,Second Sight,Second Sight,Organisation,"And, you know, second sight, find out.",Day152
929,Post Office,Post Office,Organisation,"Oh yes, and regarding the question of materiality, where you've got this complex mixture, so materiality to a subpostmaster or mistress may be £5,000, £10,000, maybe a few hundred, but to the overall post office business it may be— it may not be the same.",Day152
197,Horizon,Horizon,Technical System,"And you say, we in Second Sight held the view that those concerns that have been so clearly expressed by the MPs and their equally clear expectation we would be investigating them had certainly not gone away, but that our interim report was to focus in the main on the narrow issue of systemic flaws in Horizon.",Day152
211,Horizon,Horizon,Technical System,"In your witness statement, you describe things the other way round, that the narrower piece of work was Job 1, it focused in the main on the narrower issue of systemic flaws in Horizon.",Day152
212,Horizon,Horizon,Technical System,Why was the narrower issue the systemic— the issue of systemic flaws in Horizon?,Day152
222,Horizon,Horizon,Technical System,"We in Second Sight held the view that those concerns that have been so clearly expressed by MPs... had certainly not gone away, but that our interim report was to focus in the main on the narrower issue of systemic flaws in Horizon.",Day152
282,the system,the system,Technical System,Of course there are bugs in the system.,Day152
295,the system,the system,Technical System,"but had life-changing impact on those that the bugs hit, but were inconsequential in the context of the entirety of the system.",Day152
447,PinICL,PinICL,Technical System,"No. Did the Post Office provide you with any witness statements that had been prepared in past cases concerning the Post Office in criminal proceedings which set out categories of documents, including PinICL, peaks and kells, that may be relevant to your investigation?",Day152
909,the system,the system,Technical System,"Does it make any difference that the Post Office is dealing with, say, 11,000 and the size of the system in operation.",Day152
1036,the system,the system,Technical System,"If that truly happened, then the system invented a one-sided entry, and what it effectively did was said to Jo, you need to have £2,000 more in the till or in the safe than you've actually got.",Day152
1044,Horizon,Horizon,Technical System,"processed on a Wednesday once a week, you don't— you can't assert that to be horizon double entry.",Day152
58,audit,audit,Event/Issue,"Variously as a regional head of internal audit, chairman of the audit and risk committee, CFO, Head of Investigations for Europe, the Middle East, and Africa, and then Global Head of Investigations?",Day152
98,shortfalls,shortfall,Event/Issue,"Well, very much along the lines of what Mr Henderson said that it was very clear that Post Office knew, insofar as a corporation can know anything, the people at the top knew that they were dealing with an existential issue, that if it turned out that Horizon was generating spurious shortfalls, that they had a lousy investigation function, that they had wrongfully prosecuted people, that would be existential.",Day152
126,mediation scheme,mediation scheme,Event/Issue,"Yes, it was taking longer, particularly in the— during the mediation scheme with 150 applicants, each with a very detailed story.",Day152
138,mediation scheme,mediation scheme,Event/Issue,"You're here in the mediation scheme and you say, where we couldn't resolve a point of conflict, within a report, we'd flag it in the relevant place.",Day152
209,mediation scheme,mediation scheme,Event/Issue,"Job 1 was the broader investigation that definitely included consideration of the conduct of investigations and prosecutions, but this was narrower, and as we went into the mediation scheme, that became a more narrowly defined piece of work which we referred to as Job 2.",Day152
214,mediation scheme,mediation scheme,Event/Issue,"The narrower job was— manifested itself principally in the mediation scheme, which was underway at this point.",Day152
224,mediation scheme,mediation scheme,Event/Issue,"Well, I have expressed that the way I intended to, but I think the confusion that I've allowed to creep in here, for which I apologise, is that the Post Office's understanding of the mediation scheme was that that, in a sense, in a sense displaced, vaporised the original work that we'd been asked to carry out.",Day152
240,mediation scheme,mediation scheme,Event/Issue,"In your mind, and putting aside the events which happened, namely the development of the initial complaint and mediation scheme, what was still left after the production of the interim report?",Day152
241,mediation scheme,mediation scheme,Event/Issue,"Well, had the mediation scheme not fired up, and diverted our attention onto the 150 applicants' cases.",Day152
246,mediation scheme,mediation scheme,Event/Issue,The Post Office determined that that should be done through the mediation scheme?,Day152
282,bugs,bug,Event/Issue,Of course there are bugs in the system.,Day152
283,errors,error,Event/Issue,"Now we were at pains, you probably are aware, in that when we released that interim report, we studiously avoided using the term that there had been systemic errors, even though there had been some disclosed to us.",Day152
285,bugs,bug,Event/Issue,"We have now— I've made it clear in emails to Cameron Freeman, the Minister herself— we are now of the view that not only did systemic bugs exist during the time of these cases arising, but that systemic bugs in all likelihood definitely still exist, and then you carry on.",Day152
286,errors,error,Event/Issue,"The point there, we studiously avoided using that term systemic errors, even though some have been disclosed to us.",Day152
287,errors,error,Event/Issue,Why did you avoid using the term systemic errors in the interim report?,Day152
288,errors,error,Event/Issue,"if, as you say here, systemic errors had been disclosed to you by that time?",Day152
292,bugs,bug,Event/Issue,"And had there been such systemic bugs, they would have been glaringly obvious to at least some of— quite a lot of the people.",Day152
294,bugs,bug,Event/Issue,"What we found was that the— whether it was bugs or other forms of error and defect that were manifesting themselves were unusual, were rare.",Day152
294,error,error,Event/Issue,"What we found was that the— whether it was bugs or other forms of error and defect that were manifesting themselves were unusual, were rare.",Day152
294,defect,defect,Event/Issue,"What we found was that the— whether it was bugs or other forms of error and defect that were manifesting themselves were unusual, were rare.",Day152
295,bugs,bug,Event/Issue,"but had life-changing impact on those that the bugs hit, but were inconsequential in the context of the entirety of the system.",Day152
409,shortfalls,shortfall,Event/Issue,"Well, my experience as a corporate investigator meant that whenever broadly similar events occurred, whether it was ATM shortfalls or fraud by customers or whatever, the investigation team would draw those cases together and look for linkages and help— in order to help its investigators to get to grips with what systemically had gone wrong to allow that fraud or that event to occur.",Day152
432,bugs,bug,Event/Issue,"Would it include reports on any bugs, errors or defects, however they're described?",Day152
432,errors,error,Event/Issue,"Would it include reports on any bugs, errors or defects, however they're described?",Day152
432,defects,defect,Event/Issue,"Would it include reports on any bugs, errors or defects, however they're described?",Day152
435,shortfall,shortfall,Event/Issue,"When you were instructed and in the absence of such a compendium of material, Were you in fact made aware that— by the Post Office— that there had been acquittals of subpostmasters in criminal trials, of subpostmasters who had alleged that Horizon was responsible for the shortfall of which they were accused of either stealing or falsely accounting?",Day152
438,bug,bug,Event/Issue,"Did the Post Office draw to your attention right at the beginning any suites of documents held by the Post Office concerning the functioning of or deficiencies in the Horizon system, including release notes documenting bug fixes?",Day152
442,bug,bug,Event/Issue,"No. Did they, the Post Office, present you with documentation, and I include in that phrase memoranda, reports, emails, minutes of meetings, concerning bugs of which the Post Office was already aware, in particular the Calendar Square bug and the receipts and payments mismatch bug?",Day152
442,mismatch,mismatch,Event/Issue,"No. Did they, the Post Office, present you with documentation, and I include in that phrase memoranda, reports, emails, minutes of meetings, concerning bugs of which the Post Office was already aware, in particular the Calendar Square bug and the receipts and payments mismatch bug?",Day152
501,shortfall,shortfall,Event/Issue,"2, Post Office investigators often appear to have paid scant attention to the interviewee's assertions of innocence or his or her reference to specific transaction anomalies, they seem to have shown little or no willingness to establish the underlying root cause of any given shortfall.",Day152
586,shortfalls,shortfall,Event/Issue,"Yes, in every case, inattention to the underlying root causes of the shortfalls that were being pursued civilly or criminally, but also, as Ian has mentioned, the failure to disclose, as far as he could detect, because I was relying on his input on this and it was entirely credible to me, not disclosing exculpatory evidence, evidence of innocence if you like, or evidence that would undermine the prosecution or a civil case.",Day152
643,defects,defect,Event/Issue,"And then 2, by using the 2 to 3 cases, you'll answer the question, have systemic defects in the Horizon system resulted in the wrongful conviction or suspension of subpostmasters?",Day152
645,defects,defect,Event/Issue,Defects in the Horizon system which are systemic and the conviction wrongfully of subpostmasters?,Day152
663,defects,defect,Event/Issue,and I had made it clear— that we weren't going to use the term systemic defects.,Day152
664,defects,defect,Event/Issue,"It follows if we weren't going to define— say there had been any systemic defects, how on earth could there be systemic defects that had resulted in a wrongful conviction or suspension of the tiny volume of subpostmasters whose cases we'd looked at that point?",Day152
674,defects,defect,Event/Issue,"And again, I think you may have answered this already, do you think on reflection this episode, i.e., picking up probable misconduct of prosecutions as early as August and September 2012, raising that with the Post Office, suggesting a solution, them not taking it up seemingly, but then asking you to use a 2 or 3 case sample size to A, answer the question whether there are systemic defects, and B, to say that has not resulted in the wrongful conviction of any subpostmasters, is absurd, should have been included in the interim report.",Day152
800,mediation scheme,mediation scheme,Event/Issue,"And it was in the context then, was it, of you gathering information in terms of your role in the mediation scheme?",Day152
869,shortfalls,shortfall,Event/Issue,"Well, they were simply accounts within Horizon itself at branch level which allowed shortfalls, or also theoretically surpluses, to be parked while the subpostmaster and his or her staff was investigating to find the root cause.",Day152
872,suspense account,suspense account,Event/Issue,"And you conclude that the final part of paragraph 5, in relation to subpostmasters, the removal of the suspense account at that time, leaving many of them with no realistic alternative which faced— when faced with shortfalls that they could neither understand nor make good, but to falsify branch books in order to buy time.",Day152
872,shortfalls,shortfall,Event/Issue,"And you conclude that the final part of paragraph 5, in relation to subpostmasters, the removal of the suspense account at that time, leaving many of them with no realistic alternative which faced— when faced with shortfalls that they could neither understand nor make good, but to falsify branch books in order to buy time.",Day152
875,shortfall,shortfall,Event/Issue,"So if you had a subpostmaster on £18,000 a year and you tried to post a shortfall of £19,000 a year, it wasn't going to work.",Day152
880,shortfalls,shortfall,Event/Issue,And that meant that all the big shortfalls that we were seeing— You It mean the just couldn't be parked anywhere.,Day152
881,shortfall,shortfall,Event/Issue,It had to be dealt with immediately on the final— on the day that that shortfall manifested itself in the books.,Day152
886,suspense account,suspense account,Event/Issue,"An incoming TC, a credit TC in that case, will sort out your problem, but never the promise as to how long it would take for that to zero out the amount that was in the suspense account.",Day152
890,shortfall,shortfall,Event/Issue,There was a person who understood point-of-sale systems and there he found himself looking at this 8-centimetre-wide piece of paper that was across the room to try and find the reason for a shortfall.,Day152
892,shortfall,shortfall,Event/Issue,"If you're looking at a whole month's transactions to try and find out why you've got a shortfall of £19,000 or whatever.",Day152
897,shortfall,shortfall,Event/Issue,"He said, is it possible that a shortfall in one branch could be accounted for by a surplus in another?",Day152
937,shortfall,shortfall,Event/Issue,"If a shortfall, whether ATM-related or else, occurs in a bank branch of Lloyds Bank and it's £12,000, it's immaterial in their books, and it's actually immaterial in the branch's books because nobody's being expected to pay it out of their own pocket.",Day152
941,audit,audit,Event/Issue,"Well, it would have if I'd been doing the audit, yes.",Day152
961,error,error,Event/Issue,"In other words, to the date of your evidence given before— being given now before this inquiry, have you had a resolution to these issues in relation to the suspense accounts, what's happened to the money paid into balance shortfalls that may have been due to a Horizon system error?",Day152
961,shortfalls,shortfall,Event/Issue,"In other words, to the date of your evidence given before— being given now before this inquiry, have you had a resolution to these issues in relation to the suspense accounts, what's happened to the money paid into balance shortfalls that may have been due to a Horizon system error?",Day152
1006,audit,audit,Event/Issue,"Yes, this is the sort of wording, this is the page that you put in when you're going to do what I think has also been described as a desk-based audit, that says we're just going to ask some questions and we're going to believe everything we're told.",Day152
1032,shortfall,shortfall,Event/Issue,"But if you're— if you're As in Joe's case, if you have a £2,000 shortfall that in a moment in time becomes a £4,000 shortfall, that extra £2,000 has got to come from somewhere and go to somewhere.",Day152
1035,shortfall,shortfall,Event/Issue,"And when Joe pressed that button and the and her shortfall doubled, and she's not the only person that asserted that.",Day152
1053,mediation scheme,mediation scheme,Event/Issue,"Some of the senior executives, and I believe Ms Perkins in particular as Chair, were asked the question, or the suggestion was put to them, I think is a better way of putting it, that the mediation scheme was a scam.",Day152
1055,mediation scheme,mediation scheme,Event/Issue,"And they denied that and in effect told me that so far as they were concerned, the mediation scheme was a scheme which was operated by all concerned in good faith.",Day152
1070,mediation scheme,mediation scheme,Event/Issue,"So is the answer to my question that for much of the time during which you were involved in the mediation scheme, you did think that it was being operated in good faith, but there came a point in time when you began to doubt that?",Day152
1088,mediation scheme,mediation scheme,Event/Issue,"I mean, he'd made it completely clear that people with convictions of any sort should be entitled to benefit from the mediation scheme.",Day152
1089,mediation scheme,mediation scheme,Event/Issue,"But the corruption of the mediation scheme, this expectation gap, the first point that you asked, sir, when we started to see the CQRs, the case questionnaire responses, the work done by the professional advisers, including Howe Co and others, when we started to see those coming in with pretty big numbers attached, it didn't surprise Mr Henderson and myself at all.",Day152
11,Jenkins,Gareth Jenkins,Individual,"Good morning, Mr. Jenkins.",Day156
12,Jason Beer,Beer,Individual,My name is Jason Beer and I ask questions on behalf of the inquiry.,Day156
14,Gareth Idris Jenkins,Gareth Idris Jenkins,Individual,My name is Gareth Idris Jenkins.,Day156
16,Beer,Beer,Individual,"Mr. Beer, before you go any further, is it appropriate for me to, um, direct Mr. Jenkins about self-incrimination?",Day156
16,Jenkins,Gareth Jenkins,Individual,"Mr. Beer, before you go any further, is it appropriate for me to, um, direct Mr. Jenkins about self-incrimination?",Day156
18,Jenkins,Gareth Jenkins,Individual,"Mr. Jenkins, I'm sure you've been advised, but under our law, a witness at a public inquiry has the right to decline to answer a question put to him by any of the lawyers involved in the inquiry or by me if there is a risk that the answer to that question would incriminate you.",Day156
29,Jenkins,Gareth Jenkins,Individual,"Do you understand all that, Mr Jenkins?",Day156
32,Beer,Beer,Individual,"Yes, Mr Beer.",Day156
34,Jenkins,Gareth Jenkins,Individual,"Mr Jenkins, you've made 5 witness statements to the inquiry.",Day156
77,Statement 4,Statement 4,Individual,"And then lastly, Statement 4, 29th of April, uh, 2024, 00460400, 83 pages long.",Day156
80,Statement 5,Statement 5,Organisation,"And with the corrections in Statement 5 brought into account, are the contents of that, your 4th witness statement, true to the best of your knowledge and belief?",Day156
96,"university,","university,",Organisation,"I think you graduated in 1973 from university, Cambridge University, with a degree in mathematics.",Day156
96,Cambridge University,Cambridge University,Organisation,"I think you graduated in 1973 from university, Cambridge University, with a degree in mathematics.",Day156
98,International Computers Limited,International Computers Limited,Organisation,"And upon graduation, you immediately worked for International Computers Limited, ICL, is that right?",Day156
98,ICL,ICL,Organisation,"And upon graduation, you immediately worked for International Computers Limited, ICL, is that right?",Day156
100,ICL,ICL,Organisation,And ICL became Fujitsu Services Limited in 2002.,Day156
100,Fujitsu Services Limited,Fujitsu Services Limited,Organisation,And ICL became Fujitsu Services Limited in 2002.,Day156
108,ICL Fujitsu,ICL Fujitsu,Organisation,"Dealing briefly at the moment with the stages of your career at ICL Fujitsu, So far as concerns us, from about 1996 to about 2000, did you work in the agent team?",Day156
110,Horizon,Horizon,Technical System,"You were one of a team of 20— or 10 to 20 architects working on the Horizon system, is that right?",Day156
128,Project Impact,Project Impact,Organisation,"You tell us in your witness statement that from 2002 to 2008 you, quote, took on the role of defining the technical changes required by Project Impact and worked on the implementation of the Bureau de Change and the acceptance of credit cards.",Day156
128,the Bureau de Change,the Bureau de Change,Organisation,"You tell us in your witness statement that from 2002 to 2008 you, quote, took on the role of defining the technical changes required by Project Impact and worked on the implementation of the Bureau de Change and the acceptance of credit cards.",Day156
133,Bureau de Change,Bureau de Change,Organisation,Then I worked on Bureau de Change and credit card changes and then a few other minor things before I moved on to Horizon Online requirements capture.,Day156
133,Horizon Online,Horizon Online,Technical System,Then I worked on Bureau de Change and credit card changes and then a few other minor things before I moved on to Horizon Online requirements capture.,Day156
134,Horizon Online,Horizon Online,Technical System,Did you move on to Horizon Online from about 2008?,Day156
137,Horizon Online,Horizon Online,Technical System,And did you work on Horizon Online from 2008 to about 2015?,Day156
139,Post Office,Post Office,Organisation,"You tell us in your witness statement that you, quote, worked with Post Office analysts in defining the technical requirements for Horizon Online.",Day156
139,Horizon Online,Horizon Online,Technical System,"You tell us in your witness statement that you, quote, worked with Post Office analysts in defining the technical requirements for Horizon Online.",Day156
142,Post Office's,Post Office,Organisation,"And that you, quote, supported Post Office's requirements team in specifying use cases for the counter functionality.",Day156
145,Horizon Online,Horizon Online,Technical System,"The contractual definition of how Horizon Online was to work was that the counter should look— should operate in the same way as it did on legacy Horizon, and therefore it was decided that we needed to put in place something that actually defined exactly what that was, and the technique that was decided was that the Post Office would put together the use cases to define the various activities that went on in the Post Office, to define the steps that people went through for doing— from how do you sell a stamp to how do you balance at the end of the week or whatever.",Day156
145,Horizon,Horizon,Technical System,"The contractual definition of how Horizon Online was to work was that the counter should look— should operate in the same way as it did on legacy Horizon, and therefore it was decided that we needed to put in place something that actually defined exactly what that was, and the technique that was decided was that the Post Office would put together the use cases to define the various activities that went on in the Post Office, to define the steps that people went through for doing— from how do you sell a stamp to how do you balance at the end of the week or whatever.",Day156
145,the Post Office,Post Office,Organisation,"The contractual definition of how Horizon Online was to work was that the counter should look— should operate in the same way as it did on legacy Horizon, and therefore it was decided that we needed to put in place something that actually defined exactly what that was, and the technique that was decided was that the Post Office would put together the use cases to define the various activities that went on in the Post Office, to define the steps that people went through for doing— from how do you sell a stamp to how do you balance at the end of the week or whatever.",Day156
151,Fujitsu,Fujitsu,Organisation,"You tell us that during your time at Fujitsu, you were a group of anywhere between 20 and 100 software designers and developers who would provide fourth-line support for both legacy Horizon and Horizon Online.",Day156
151,Horizon,Horizon,Technical System,"You tell us that during your time at Fujitsu, you were a group of anywhere between 20 and 100 software designers and developers who would provide fourth-line support for both legacy Horizon and Horizon Online.",Day156
151,Horizon Online,Horizon Online,Technical System,"You tell us that during your time at Fujitsu, you were a group of anywhere between 20 and 100 software designers and developers who would provide fourth-line support for both legacy Horizon and Horizon Online.",Day156
158,ICL,ICL,Organisation,"In your first witness statement, you refer to ICL introducing what's called a distinguished engineer scheme, correct?",Day156
162,ICL,ICL,Organisation,"You were one of about 100 other ICL employees who were described as distinguished engineer, is that right?",Day156
164,ICL,ICL,Organisation,Is it right that that was an honorific title conferred upon you by ICL or Fujitsu?,Day156
164,Fujitsu,Fujitsu,Organisation,Is it right that that was an honorific title conferred upon you by ICL or Fujitsu?,Day156
181,Fujitsu,Fujitsu,Organisation,"You tell us in your first witness statement that from about 2015 until August 2012— so after— sorry, 2022, uh, you were on a retainer with Fujitsu as a consultant.",Day156
188,COVID,COVID,Individual,"Um, I don't think— although I was on the retainer until August 2022, I think the last time I actually did any paid consultancy was just before COVID lockdown in 2020.",Day156
192,Horizon,Horizon,Technical System,"at the time of the publication of the Horizon Issues judgment, which was December '19?",Day156
194,Horizon,Horizon,Technical System,The last few things were actually talking to the lawyers about the consequences of the Horizon Issues judgment.,Day156
195,Horizon,Horizon,Technical System,Other than the provision of information assistance and evidence in connection with the litigation concerning the Horizon system.,Day156
199,Dale Mellington,Dale Mellington,Individual,"I wasn't involved in any particular prosecutions as such, but there was quite a lot of work going on in the background, which— talking to various lawyers, I got pulled in in 2016 for a bug that had been found that's quite serious, the Dale Mellington bug that I think you may well be coming back to later on.",Day156
200,Post Office,Post Office,Organisation,And it was felt that I could maybe help explain what the consequences of that was to Post Office.,Day156
201,the Post Office,Post Office,Organisation,"I spent There was a problem that the Post Office had, again, I can't remember the exact date now, it's in my witness statement, when there was a mismatch in Post Office's backend accounts.",Day156
202,Fujitsu,Fujitsu,Organisation,"They tried to do a reconciliation against data they had from Fujitsu, and I realised what the problem was.",Day156
214,Horizon,Horizon,Technical System,"Would it be fair to say that the majority of this time, certainly between 2015 and the Horizon Issues judgment in December 2019, was given over to the provision of litigation support?",Day156
215,GLO,GLO,Organisation,became the GLO.,Day156
219,Fraser,Fraser,Individual,"In high-level summary, would you agree that Mr Justice Fraser concluded firstly that legacy Horizon was not remotely robust?",Day156
219,Horizon,Horizon,Technical System,"In high-level summary, would you agree that Mr Justice Fraser concluded firstly that legacy Horizon was not remotely robust?",Day156
222,Horizon Online,Horizon Online,Technical System,Do you accept that Horizon Online was susceptible to accounting flaws?,Day156
232,Legacy Horizon,Legacy Horizon,Technical System,"Do I take it that you accept his first finding, that Legacy Horizon was I don't accept that finding.",Day156
233,Horizon Online,Horizon Online,Technical System,You don't accept his finding that Horizon Online was susceptible to accounting flaws?,Day156
239,Horizon,Horizon,Technical System,"Horizon, both legacy and online, was working well in your view?",Day156
244,Horizon,Horizon,Technical System,Can I turn in more detail to your role in the development and rollout of the Horizon system?,Day156
245,ICL,ICL,Organisation,"And in— no need to turn it up— paragraphs 18 to 23 of your first witness statement, you describe your roles and responsibilities at ICL and then Fujitsu.",Day156
245,Fujitsu,Fujitsu,Organisation,"And in— no need to turn it up— paragraphs 18 to 23 of your first witness statement, you describe your roles and responsibilities at ICL and then Fujitsu.",Day156
246,Horizon,Horizon,Technical System,"So between 1996 and 2002, you tell us that your initial role with legacy Horizon was, quote, to integrate Riposte and the Oracle-based software.",Day156
246,Riposte,Riposte,Technical System,"So between 1996 and 2002, you tell us that your initial role with legacy Horizon was, quote, to integrate Riposte and the Oracle-based software.",Day156
251,Riposte,Riposte,Technical System,"Firstly, can you describe briefly what Riposte was?",Day156
253,Riposte,Riposte,Technical System,"There were 2 aspects to Riposte, and this was software that we had brought in at Post Office's request from a company called Escher in the United States.",Day156
253,Post Office's,Post Office,Organisation,"There were 2 aspects to Riposte, and this was software that we had brought in at Post Office's request from a company called Escher in the United States.",Day156
253,Escher,Escher,Individual,"There were 2 aspects to Riposte, and this was software that we had brought in at Post Office's request from a company called Escher in the United States.",Day156
256,Riposte,Riposte,Technical System,"Then the other part of Riposte was a development environment that allowed applications to be built on that, and the application environment that caused the human interface that the postmaster saw in the branches.",Day156
258,Project Impact,Project Impact,Organisation,"I got more involved in that when I moved on to Project Impact in 2003 or so, but in the early days my main interaction with Repos was to do with the message store.",Day156
258,Repos,Repos,Individual,"I got more involved in that when I moved on to Project Impact in 2003 or so, but in the early days my main interaction with Repos was to do with the message store.",Day156
261,Post Office's,Post Office,Organisation,This was really an Oracle database and This was used to communicate with Post Office's backend systems where they did their backend accounting.,Day156
262,Fujitsu,Fujitsu,Organisation,"So that was really the boundary between what Fujitsu was doing, or ICO was doing, and what Post Office was doing.",Day156
262,ICO,ICO,Organisation,"So that was really the boundary between what Fujitsu was doing, or ICO was doing, and what Post Office was doing.",Day156
262,Post Office,Post Office,Organisation,"So that was really the boundary between what Fujitsu was doing, or ICO was doing, and what Post Office was doing.",Day156
264,Post Office's,Post Office,Organisation,"So it would process through all the transactions, it would generate files of transactions that had happened during that day, which were then transmitted to Post Office's backend systems.",Day156
267,Post Office's,Post Office,Organisation,"So what the agent layer was doing is it was reading data from the message store, which we— and we had copies of the message store in the data center— and extracting the relevant transactions and other information that was of interest to Post Office's backend systems and writing records to the Oracle databases to reflect those transactions.",Day156
267,Oracle,Oracle,Individual,"So what the agent layer was doing is it was reading data from the message store, which we— and we had copies of the message store in the data center— and extracting the relevant transactions and other information that was of interest to Post Office's backend systems and writing records to the Oracle databases to reflect those transactions.",Day156
268,Post Office,Post Office,Organisation,"Then there was also a flow in the other direction For example, reference data was being generated by Post Office, and by reference data, the simplest example is what's the price of a stamp today, because obviously the price of stamps changes every now and again.",Day156
277,the Benefits Agency,the Benefits Agency,Organisation,"Right, the work changed a lot over time, because at the beginning, back in 1996, the first application that was rolled out was actually a benefits agency application, which by 1998, '99 had actually got dropped because the Benefits Agency pulled out of the contract.",Day156
284,the Benefits Agency,the Benefits Agency,Organisation,What did you know as to the reasons why the Benefits Agency pulled out of the contract?,Day156
